iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
AGO,Africa,Angola,2020/10/6,5725,195,117.143,211,12,4.571,168.712,5.747,3.452,6.218,0.354,0.135,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/7,5725,0,107.571,211,0,4,168.712,0,3.17,6.218,0,0.118,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/8,5958,233,120.571,208,-3,3.286,175.578,6.866,3.553,6.13,-0.088,0.097,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/9,6031,73,117.143,212,4,3.286,177.729,2.151,3.452,6.247,0.118,0.097,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/10,6246,215,125.143,218,6,3.571,184.065,6.336,3.688,6.424,0.177,0.105,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/11,6366,120,137.714,218,0,3.286,187.602,3.536,4.058,6.424,0,0.097,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/12,6488,122,136.857,219,1,2.857,191.197,3.595,4.033,6.454,0.029,0.084,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/13,6680,192,136.429,222,3,1.571,196.855,5.658,4.02,6.542,0.088,0.046,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/14,6846,166,160.143,227,5,2.286,201.747,4.892,4.719,6.69,0.147,0.067,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/15,7096,250,162.571,228,1,2.857,209.114,7.367,4.791,6.719,0.029,0.084,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/16,7222,126,170.143,234,6,3.143,212.827,3.713,5.014,6.896,0.177,0.093,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/17,7462,240,173.714,241,7,3.286,219.9,7.073,5.119,7.102,0.206,0.097,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/18,7622,160,179.429,247,6,4.143,224.615,4.715,5.288,7.279,0.177,0.122,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/19,7829,207,191.571,248,1,4.143,230.715,6.1,5.645,7.308,0.029,0.122,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/20,8049,220,195.571,251,3,4.143,237.198,6.483,5.763,7.397,0.088,0.122,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/21,8338,289,213.143,255,4,4,245.715,8.517,6.281,7.515,0.118,0.118,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/22,8582,244,212.286,260,5,4.571,252.906,7.191,6.256,7.662,0.147,0.135,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/23,8829,247,229.571,265,5,4.429,260.185,7.279,6.765,7.809,0.147,0.131,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/24,9026,197,223.429,267,2,3.714,265.99,5.805,6.584,7.868,0.059,0.109,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/25,9381,355,251.286,268,1,3,276.452,10.462,7.405,7.898,0.029,0.088,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/26,9644,263,259.286,270,2,3.143,284.202,7.75,7.641,7.957,0.059,0.093,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/27,9871,227,260.286,271,1,2.857,290.892,6.69,7.67,7.986,0.029,0.084,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/28,10074,203,248,275,4,2.857,296.874,5.982,7.308,8.104,0.118,0.084,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/29,10269,195,241,275,0,2.143,302.62,5.747,7.102,8.104,0,0.063,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/30,10558,289,247,279,4,2,311.137,8.517,7.279,8.222,0.118,0.059,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/10/31,10805,247,254.143,284,5,2.429,318.416,7.279,7.489,8.369,0.147,0.072,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/1,11035,230,236.286,286,2,2.571,325.194,6.778,6.963,8.428,0.059,0.076,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/2,11228,193,226.286,289,3,2.714,330.881,5.688,6.668,8.517,0.088,0.08,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/3,11577,349,243.714,291,2,2.857,341.166,10.285,7.182,8.576,0.059,0.084,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/4,11813,236,248.429,296,5,3,348.121,6.955,7.321,8.723,0.147,0.088,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/5,12102,289,261.857,299,3,3.429,356.638,8.517,7.717,8.811,0.088,0.101,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/6,12223,121,237.857,300,1,3,360.203,3.566,7.009,8.841,0.029,0.088,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/7,12335,112,218.571,303,3,2.714,363.504,3.301,6.441,8.929,0.088,0.08,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/8,12433,98,199.714,307,4,3,366.392,2.888,5.885,9.047,0.118,0.088,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/9,12680,247,207.429,308,1,2.714,373.671,7.279,6.113,9.077,0.029,0.08,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/10,12816,136,177,308,0,2.429,377.679,4.008,5.216,9.077,0,0.072,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/11,12953,137,162.857,312,4,2.286,381.716,4.037,4.799,9.194,0.118,0.067,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/12,13053,100,135.857,315,3,2.286,384.663,2.947,4.004,9.283,0.088,0.067,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/13,13228,175,143.571,317,2,2.429,389.82,5.157,4.231,9.342,0.059,0.072,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/14,13374,146,148.429,322,5,2.714,394.123,4.303,4.374,9.489,0.147,0.08,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/15,13451,77,145.429,322,0,2.143,396.392,2.269,4.286,9.489,0,0.063,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/16,13615,164,133.571,324,2,2.286,401.225,4.833,3.936,9.548,0.059,0.067,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/17,13818,203,143.143,328,4,2.857,407.207,5.982,4.218,9.666,0.118,0.084,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/18,13922,104,138.429,332,4,2.857,410.272,3.065,4.079,9.784,0.118,0.084,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.8,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/19,14134,212,154.429,333,1,2.571,416.519,6.247,4.551,9.813,0.029,0.076,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.8,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/20,14267,133,148.429,334,1,2.429,420.439,3.919,4.374,9.843,0.029,0.072,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.8,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/21,14413,146,148.429,336,2,2,424.741,4.303,4.374,9.902,0.059,0.059,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.8,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/22,14493,80,148.857,337,1,2.143,427.099,2.358,4.387,9.931,0.029,0.063,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.8,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/23,14634,141,145.571,337,0,1.857,431.254,4.155,4.29,9.931,0,0.055,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/24,14742,108,132,338,1,1.429,434.437,3.183,3.89,9.961,0.029,0.042,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/25,14821,79,128.429,340,2,1.143,436.765,2.328,3.785,10.02,0.059,0.034,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/26,14920,99,112.286,341,1,1.143,439.682,2.917,3.309,10.049,0.029,0.034,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/27,15008,88,105.857,342,1,1.143,442.275,2.593,3.12,10.079,0.029,0.034,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/28,15087,79,96.286,345,3,1.286,444.603,2.328,2.837,10.167,0.088,0.038,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/29,15103,16,87.143,346,1,1.286,445.075,0.472,2.568,10.196,0.029,0.038,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/11/30,15139,36,72.143,348,2,1.571,446.136,1.061,2.126,10.255,0.059,0.046,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/1,15251,112,72.714,350,2,1.714,449.436,3.301,2.143,10.314,0.059,0.051,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/2,15319,68,71.143,351,1,1.571,451.44,2.004,2.097,10.344,0.029,0.046,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/3,15361,42,63,352,1,1.571,452.678,1.238,1.857,10.373,0.029,0.046,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/4,15493,132,69.286,353,1,1.571,456.568,3.89,2.042,10.403,0.029,0.046,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/5,15536,43,64.143,354,1,1.286,457.835,1.267,1.89,10.432,0.029,0.038,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/6,15591,55,69.714,354,0,1.143,459.456,1.621,2.054,10.432,0,0.034,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/7,15648,57,72.714,354,0,0.857,461.136,1.68,2.143,10.432,0,0.025,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/8,15729,81,68.286,355,1,0.714,463.523,2.387,2.012,10.462,0.029,0.021,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/9,15804,75,69.286,358,3,1,465.733,2.21,2.042,10.55,0.088,0.029,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/10,15925,121,80.571,362,4,1.429,469.299,3.566,2.374,10.668,0.118,0.042,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/11,16061,136,81.143,365,3,1.714,473.307,4.008,2.391,10.756,0.088,0.051,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/12,16161,100,89.286,366,1,1.714,476.253,2.947,2.631,10.786,0.029,0.051,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/13,16188,27,85.286,371,5,2.429,477.049,0.796,2.513,10.933,0.147,0.072,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/14,16277,89,89.857,372,1,2.571,479.672,2.623,2.648,10.963,0.029,0.076,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/15,16362,85,90.429,372,0,2.429,482.177,2.505,2.665,10.963,0,0.072,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/16,16407,45,86.143,379,7,3,483.503,1.326,2.539,11.169,0.206,0.088,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/17,16484,77,79.857,382,3,2.857,485.772,2.269,2.353,11.257,0.088,0.084,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/18,16562,78,71.571,384,2,2.714,488.071,2.299,2.109,11.316,0.059,0.08,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/19,16626,64,66.429,386,2,2.857,489.957,1.886,1.958,11.375,0.059,0.084,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/20,16644,18,65.143,387,1,2.286,490.487,0.53,1.92,11.405,0.029,0.067,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/21,16686,42,58.429,390,3,2.571,491.725,1.238,1.722,11.493,0.088,0.076,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/22,16802,116,62.857,393,3,3,495.143,3.418,1.852,11.581,0.088,0.088,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/23,16931,129,74.857,393,0,2,498.945,3.802,2.206,11.581,0,0.059,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/24,17029,98,77.857,393,0,1.571,501.833,2.888,2.294,11.581,0,0.046,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/25,17099,70,76.714,396,3,1.714,503.896,2.063,2.261,11.67,0.088,0.051,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/26,17149,50,74.714,399,3,1.857,505.369,1.473,2.202,11.758,0.088,0.055,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/27,17240,91,85.143,399,0,1.714,508.051,2.682,2.509,11.758,0,0.051,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/28,17296,56,87.143,403,4,1.857,509.701,1.65,2.568,11.876,0.118,0.055,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/29,17371,75,81.286,403,0,1.429,511.911,2.21,2.395,11.876,0,0.042,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/30,17433,62,71.714,405,2,1.714,513.738,1.827,2.113,11.935,0.059,0.051,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2020/12/31,17553,120,74.857,405,0,1.714,517.275,3.536,2.206,11.935,0,0.051,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2021/1/1,17568,15,67,405,0,1.286,517.717,0.442,1.974,11.935,0,0.038,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2021/1/2,17608,40,65.571,407,2,1.143,518.896,1.179,1.932,11.994,0.059,0.034,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,33933611,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
